,Customer_Name,Similar_Customer_1,Similar_Customer_2,Similar_Customer_3,Similar_Customer_4,Similar_Customer_5
0,C_100082,"('C_2544857', 0.6240649653590278)","('C_2321628', 0.6930503295646999)","('C_1301002', 0.6930503295646999)","('C_595017', 0.6930503295646999)","('C_1815953', 0.6945131639608597)"
1,C_1001004,"('C_926158', 0.3784949325464)","('C_326970', 0.3882585230237884)","('C_2032341', 0.500847806236262)","('C_168528', 0.5150862038658628)","('C_2502943', 0.5214923276013452)"
2,C_1001197,"('C_677369', 0.7958758547680684)","('C_1307027', 0.8563560842227569)","('C_770159', 0.858914099945161)","('C_1324327', 0.8819502315080446)","('C_255946', 1.0)"
3,C_1001322,"('C_1648538', 0.7378341177172575)","('C_1988003', 0.7528276357894915)","('C_525150', 0.7695889782890339)","('C_1632182', 0.7874820825344315)","('C_1679794', 0.7950555023421684)"
4,C_1001329,"('C_290268', 0.3554786040775735)","('C_929548', 0.4039474775998566)","('C_1874295', 0.4721021122562413)","('C_1899381', 0.5503502313113531)","('C_840049', 0.5917652704666834)"
5,C_1001363,"('C_640952', 0.35193144726230086)","('C_412899', 0.39759063172284714)","('C_1962980', 0.4105608317576013)","('C_2433143', 0.4399884164872545)","('C_1368566', 0.46515268215034056)"
6,C_1001411,"('C_884548', 0.6196004599835474)","('C_816888', 0.6342804823883981)","('C_187952', 0.6402457451429673)","('C_512217', 0.6494350051416662)","('C_584300', 0.6523686550002193)"
7,C_1001612,"('C_419465', 0.5575008608124066)","('C_2482283', 0.560530085335849)","('C_1050735', 0.5840106459470247)","('C_2291964', 0.5883267909348018)","('C_307342', 0.6175727853382748)"
8,C_100187,"('C_808306', 0.8468157985268154)","('C_402574', 0.8490247160834421)","('C_568298', 0.8649963522864634)","('C_2245763', 0.8671516713574708)","('C_53195', 0.8673385900657886)"
9,C_1002010,"('C_685576', 0.32784317455636525)","('C_610960', 0.33141061029227614)","('C_1357336', 0.37710833784238984)","('C_2365333', 0.4887685570460073)","('C_1543102', 0.5714634048907979)"
10,C_1002402,"('C_2085954', 0.7997495302712965)","('C_2506578', 0.844918054049138)","('C_35283', 0.8582672532621465)","('C_2351571', 0.8659395683601988)","('C_2429133', 0.8689052949311076)"
11,C_1002505,"('C_2502943', 0.6596860766870161)","('C_168528', 0.6778168932378171)","('C_1754960', 0.7376157148490103)","('C_1999148', 0.7609162324406931)","('C_131838', 0.7829595819873609)"
12,C_1002871,"('C_1476147', 0.6841877489548001)","('C_276433', 0.7020839538951487)","('C_888037', 0.7676627435781862)","('C_2047315', 0.7763932022500211)","('C_2135674', 0.7763932022500211)"
13,C_1002982,"('C_2145751', 0.6782971485021295)","('C_2407011', 0.700535919038174)","('C_205535', 0.7116492859944759)","('C_419080', 0.7122222572594317)","('C_1802947', 0.7147722973549429)"
14,C_1003594,"('C_2076108', 0.6739451119265697)","('C_782532', 0.7580900918673955)","('C_2168910', 0.7581759580122058)","('C_1910823', 0.7581759580122058)","('C_2589818', 0.7694443776042567)"
15,C_1003635,"('C_424873', 0.7418011102528388)","('C_1514259', 0.7418011102528388)","('C_1255199', 0.7452002159640296)","('C_2541862', 0.8)","('C_1586526', 0.8112833805570371)"
16,C_1003873,"('C_367426', 0.5930509761270447)","('C_1007551', 0.6092814447945807)","('C_269342', 0.6154561003907107)","('C_1083595', 0.6419424013814696)","('C_2277186', 0.6478041899601907)"
17,C_1004298,"('C_721578', 0.7)","('C_1262132', 0.7278848600516408)","('C_2297535', 0.7960962877945257)","('C_506602', 0.8097906198136451)","('C_651163', 0.8232233047033631)"
18,C_1004415,"('C_1192829', 0.7546192455789512)","('C_1041030', 0.7883581342189245)","('C_497354', 0.7929858620844339)","('C_853559', 0.802816926220519)","('C_1711778', 0.8105807006010382)"
19,C_1004649,"('C_401375', 0.6666666666666667)","('C_1309442', 0.7642977396044842)","('C_2213924', 0.7642977396044842)","('C_1689465', 0.7642977396044842)","('C_863720', 0.7962978542585404)"
20,C_100475,"('C_751023', 0.5314970134017288)","('C_2142425', 0.5530857657084238)","('C_1061748', 0.554422422596005)","('C_521796', 0.5573062889178384)","('C_492386', 0.5605724200864374)"
21,C_1004950,"('C_1332981', 0.6203435877853911)","('C_1121104', 0.6631359750451544)","('C_876652', 0.6696706170783274)","('C_196692', 0.6710501687551957)","('C_499563', 0.7022606579038694)"
22,C_1005053,"('C_1352311', 0.7914855859429253)","('C_1505482', 0.7914855859429253)","('C_2537949', 0.7914855859429253)","('C_1885894', 0.7914855859429253)","('C_2392179', 0.7914855859429253)"
23,C_1005061,"('C_2317007', 0.7088752231618671)","('C_756032', 0.7673619816259297)","('C_1367531', 0.7985295662019841)","('C_1445823', 0.8240505891143641)","('C_1020395', 0.8261128787429781)"
24,C_1005185,"('C_1826198', 0.4425053266619394)","('C_2502286', 0.44345408794597363)","('C_461178', 0.46497000134127775)","('C_1107382', 0.46891499545620563)","('C_1585366', 0.48687365826217677)"
25,C_1005245,"('C_1173901', 0.8160362262559792)","('C_1056803', 0.816253477868376)","('C_629106', 0.8208744694119051)","('C_2218597', 0.8265624507879353)","('C_1218255', 0.8265624507879353)"
26,C_1005845,"('C_1644573', 0.5256583509747431)","('C_613708', 0.5670865634323118)","('C_1679629', 0.6197488770321711)","('C_2183715', 0.630611464781272)","('C_2542706', 0.6464466094067263)"
27,C_1006220,"('C_1673065', 0.669832609749738)","('C_727346', 0.6932472041435414)","('C_140440', 0.7774429346946383)","('C_2217417', 0.8285014148574912)","('C_981866', 0.8338659544288458)"
28,C_1006409,"('C_1264757', 0.6217473020421196)","('C_2495290', 0.7258246333901901)","('C_156684', 0.7477084356074509)","('C_328368', 0.7808337175477649)","('C_1501777', 0.786208571199003)"
29,C_1006499,"('C_1659034', 0.591751709536137)","('C_1305486', 0.727973473291192)","('C_2502827', 0.7696790839171501)","('C_316480', 0.7774293606231418)","('C_70787', 0.7939011212949355)"
30,C_1006679,"('C_75810', 0.5321305503269899)","('C_1406046', 0.550301687330029)","('C_2542778', 0.5682893186294152)","('C_693815', 0.6602492659438387)","('C_1342576', 0.6706394861152474)"
31,C_1006923,"('C_2483930', 0.7769058691345321)","('C_1352311', 0.7769058691345321)","('C_851622', 0.7769058691345321)","('C_1729865', 0.8142316878041478)","('C_1527870', 0.814374462748342)"
32,C_1006967,"('C_205245', 0.6020075065864274)","('C_1820869', 0.6109830569080266)","('C_860261', 0.6274280997661035)","('C_1904374', 0.6487617905066054)","('C_1605831', 0.6494236305698514)"
33,C_1007306,"('C_2569562', 0.6464466094067263)","('C_1385333', 0.6950526751485889)","('C_40311', 0.7113248654051871)","('C_2169582', 0.75)","('C_1388716', 0.7958758547680684)"
34,C_1007410,"('C_2265494', 0.442521986171855)","('C_1576838', 0.547338026212913)","('C_1916069', 0.5635369686044389)","('C_1931969', 0.5740240198117715)","('C_1753744', 0.6019392515788472)"
35,C_1007441,"('C_2375278', 0.7252112239000117)","('C_1935521', 0.7472336333745074)","('C_2405544', 0.7493252136070474)","('C_2218597', 0.7494149940115474)","('C_2483930', 0.7494149940115474)"
36,C_1007539,"('C_35967', 0.6077677297236319)","('C_2209420', 0.6364338549375816)","('C_220099', 0.6797436923898257)","('C_1366904', 0.6818576185121111)","('C_1226533', 0.7187156614369028)"
37,C_1007551,"('C_1311468', 0.42073245875901166)","('C_2587533', 0.5343737527779675)","('C_1265415', 0.5988712733807899)","('C_1003873', 0.6092814447945807)","('C_130495', 0.6205868448654359)"
38,C_1007584,"('C_336276', 0.6693180274301458)","('C_2442432', 0.75)","('C_643911', 0.75)","('C_2218597', 0.75)","('C_1297395', 0.75)"
39,C_1008124,"('C_278414', 0.6418452067272955)","('C_438758', 0.7345850699482035)","('C_825116', 0.756062912482985)","('C_1619060', 0.7674151129229982)","('C_1208585', 0.7984321623204876)"
40,C_1008244,"('C_2366915', 0.5765438870940858)","('C_157760', 0.6610962326688332)","('C_1765565', 0.664050991466852)","('C_2366688', 0.6648137881366699)","('C_1340498', 0.7176314147012259)"
41,C_1008324,"('C_2483930', 0.7327387580875756)","('C_1352311', 0.7327387580875756)","('C_1477338', 0.7327387580875756)","('C_851622', 0.7327387580875756)","('C_561814', 0.7350832002453138)"
42,C_1008382,"('C_1275523', 0.6820116251129363)","('C_2028847', 0.738735698705989)","('C_1189332', 0.7542075353437976)","('C_2096349', 0.7604462376031803)","('C_1839531', 0.8216894149710652)"
43,C_1008535,"('C_1293901', 0.6536843332318116)","('C_2230275', 0.655723145462586)","('C_313667', 0.655723145462586)","('C_1127834', 0.6571246227409395)","('C_1173040', 0.7023065475795474)"
44,C_1008633,"('C_1261299', 0.653170647440651)","('C_1904747', 0.6586636918551183)","('C_277712', 0.6711861472616145)","('C_631743', 0.6711861472616145)","('C_595902', 0.6784969277703028)"
45,C_1008689,"('C_1060706', 0.3566842736512449)","('C_2028449', 0.365820704465584)","('C_257093', 0.42842384913831555)","('C_888080', 0.43680060074527616)","('C_1755364', 0.43989668886019495)"
46,C_1008758,"('C_1242156', 0.8087184032692216)","('C_1207545', 0.8160395938340778)","('C_855460', 0.8184812142758245)","('C_2476504', 0.8245567417524228)","('C_2568550', 0.8278054177209065)"
47,C_1009238,"('C_2317004', 0.8296857399867946)","('C_2252159', 0.8979379273840342)","('C_208290', 0.9115007513841933)","('C_1581284', 0.9248483247234885)","('C_2454494', 0.9314314677022076)"
48,C_1009314,"('C_938655', 0.3688443400861564)","('C_1313734', 0.5179469021908343)","('C_291118', 0.5179469021908343)","('C_757279', 0.5862576681355091)","('C_352429', 0.7048039703598982)"
49,C_1009475,"('C_2576508', 0.7846125524146785)","('C_1297940', 0.7969307669732761)","('C_1471294', 0.7969307669732761)","('C_1245986', 0.8073516102796193)","('C_164025', 0.8079326387168191)"
50,C_1009597,"('C_2400863', 0.7732278762931566)","('C_307871', 0.8309740386631688)","('C_335712', 0.8309740386631688)","('C_251989', 0.8309740386631688)","('C_2391332', 0.8324820146261999)"
51,C_1009981,"('C_264844', 0.7201811693435338)","('C_2230275', 0.7209460600065054)","('C_499563', 0.750292422564923)","('C_1029089', 0.7533564426948023)","('C_377048', 0.7798985748989649)"
52,C_1010149,"('C_1327534', 0.41024780904229086)","('C_1739494', 0.470021533549271)","('C_2547793', 0.482327407936745)","('C_2134666', 0.48838226642898874)","('C_1012143', 0.5030784226496815)"
53,C_1010402,"('C_851622', 0.5607629947615429)","('C_1352311', 0.5607629947615429)","('C_2483930', 0.5607629947615429)","('C_2189562', 0.6046599472173311)","('C_1729865', 0.6342516192579095)"
54,C_1010476,"('C_539745', 0.5577015421771576)","('C_191180', 0.6561962183017458)","('C_1755728', 0.6874969349576115)","('C_1467536', 0.7396289788607149)","('C_175417', 0.7430924501292053)"
55,C_1011034,"('C_405644', 0.4980318557487545)","('C_659138', 0.6022287249256286)","('C_597301', 0.6463024781363084)","('C_1081251', 0.6504398024109699)","('C_1341003', 0.6873559455481588)"
56,C_1011348,"('C_2255935', 0.5000000000000001)","('C_1090117', 0.6110601569540838)","('C_1447109', 0.6464466094067263)","('C_2552170', 0.6464466094067263)","('C_1800609', 0.6464466094067263)"
57,C_1011745,"('C_2559565', 1.0)","('C_2559340', 1.0)","('C_2559660', 1.0)","('C_2560824', 1.0)","('C_2559064', 1.0)"
58,C_1012143,"('C_1327534', 0.19498762694114236)","('C_1739494', 0.26653130866999075)","('C_2547793', 0.28356213945656794)","('C_2134666', 0.29194181790697016)","('C_1986502', 0.3228307743952419)"
59,C_101240,"('C_440508', 0.6464466094067263)","('C_1512665', 0.7958758547680684)","('C_347723', 0.8333333333333334)","('C_423660', 0.8467196669521305)","('C_1648382', 0.8492443277111181)"
60,C_1012445,"('C_367426', 0.646110484073694)","('C_269342', 0.668053211073065)","('C_1388491', 0.6713267075156908)","('C_617376', 0.7067749881084925)","('C_421680', 0.7490718137122516)"
61,C_1012518,"('C_2091731', 0.729686102515966)","('C_228508', 0.7378544909332385)","('C_2564951', 0.7391771246855389)","('C_1904747', 0.7405273127637573)","('C_631743', 0.7436492014369342)"
62,C_1012532,"('C_104442', 0.553881822015584)","('C_1228345', 0.5716614602823029)","('C_362041', 0.6000352959451416)","('C_2182985', 0.604304866034459)","('C_1969376', 0.6088954388587109)"
63,C_1012915,"('C_903175', 0.6907288503849052)","('C_390044', 0.7274890736256789)","('C_2005299', 0.7309593359897244)","('C_1573522', 0.767097030794506)","('C_1863987', 0.7687011130015684)"
64,C_101343,"('C_2541638', 0.5993743015873497)","('C_818084', 0.6377114820972267)","('C_1724372', 0.6563465890799691)","('C_1199228', 0.6686932327248101)","('C_968064', 0.7107970004343142)"
65,C_1013840,"('C_314376', 0.799442578237346)","('C_357097', 0.8083004770359401)","('C_451039', 0.8159558876125319)","('C_2130101', 0.8191653005310984)","('C_61996', 0.8235268902118215)"
66,C_1013874,"('C_1556255', 0.7225730653266325)","('C_2387842', 0.7225730653266325)","('C_1643405', 0.7342731897415173)","('C_2563012', 0.7368097006460252)","('C_213798', 0.7518618061123827)"
67,C_1013919,"('C_1673943', 0.2012745771207427)","('C_1786017', 0.20771471520049545)","('C_1889383', 0.2559732844971211)","('C_1958089', 0.2710680475297411)","('C_1375811', 0.30899708696134054)"
68,C_1014004,"('C_987339', 0.18841773972998466)","('C_2478153', 0.277858194547862)","('C_2211266', 0.28205422230832644)","('C_78959', 0.2888440653881874)","('C_814192', 0.3377530864844823)"
69,C_1014074,"('C_2028449', 0.3267631385174735)","('C_1060706', 0.3299541905373915)","('C_257093', 0.3890081220695796)","('C_1755364', 0.3916577946041023)","('C_888080', 0.402549658499362)"
70,C_1014213,"('C_542591', 0.7785107607448406)","('C_546504', 0.7807565209150346)","('C_2400889', 0.7911779426171028)","('C_2011821', 0.7976321015277876)","('C_1016713', 0.8061327361947639)"
71,C_1014218,"('C_46513', 0.48845543412023784)","('C_1292799', 0.495324535264816)","('C_312103', 0.5519903390406452)","('C_2417616', 0.5527174653562972)","('C_2409365', 0.5798584336832157)"
72,C_1014737,"('C_1904747', 0.41607611060843275)","('C_1893447', 0.41685753576568774)","('C_1261299', 0.42273369632593816)","('C_595902', 0.4682551833113364)","('C_33878', 0.4967237087113069)"
73,C_101526,"('C_1480201', 0.6666666666666667)","('C_1207587', 0.788174534857085)","('C_705041', 0.8075499102701247)","('C_2095018', 0.8159727024577617)","('C_220908', 0.8176640627495793)"
74,C_1015372,"('C_2445382', 0.7312604638419752)","('C_2393291', 0.7527596267346172)","('C_1658004', 0.7805750875668697)","('C_187952', 0.7815839430828019)","('C_1255414', 0.7835752535863445)"
75,C_1015942,"('C_2427180', 0.44291398546884453)","('C_1258429', 0.4755557592522489)","('C_2314888', 0.561786301231848)","('C_638160', 0.5632333995297836)","('C_1096480', 0.6837722339831621)"
76,C_1015975,"('C_1131076', 0.7327387580875757)","('C_106457', 0.7360296580415273)","('C_2556104', 0.8053236383821645)","('C_2018005', 0.8135476717470833)","('C_1735746', 0.8233900396239807)"
77,C_1016469,"('C_1261701', 0.715891765713773)","('C_735468', 0.715891765713773)","('C_2260263', 0.715891765713773)","('C_947030', 0.7262965178357615)","('C_2119243', 0.7375209906864781)"
78,C_1016605,"('C_851622', 0.7368825942078912)","('C_1352311', 0.7368825942078912)","('C_2483930', 0.7368825942078912)","('C_1729865', 0.7809046961758641)","('C_799312', 0.8139478981161873)"
79,C_1016713,"('C_546504', 0.5461636336546367)","('C_988418', 0.5824799359502943)","('C_2426429', 0.6312841872020951)","('C_463367', 0.6657177800374123)","('C_2028135', 0.6905383364271713)"
80,C_1016727,"('C_1838467', 0.7883336063626247)","('C_455016', 0.8198428258055636)","('C_2155248', 0.8236213419662032)","('C_838300', 0.8313098972223405)","('C_2180627', 0.8389953417763307)"
81,C_10169,"('C_851622', 0.8295118844662819)","('C_1352311', 0.8295118844662819)","('C_2483930', 0.8295118844662819)","('C_902418', 0.8360488280639721)","('C_1274663', 0.8417884684139745)"
82,C_1016953,"('C_2029582', 0.4051261641459667)","('C_2325213', 0.4471913420573287)","('C_129969', 0.5208860753324192)","('C_356558', 0.5598636981530021)","('C_1199151', 0.5620019831095358)"
83,C_101696,"('C_1910823', 0.737859428883412)","('C_2168910', 0.737859428883412)","('C_1331991', 0.7702968625900741)","('C_782532', 0.7845681641761755)","('C_833398', 0.7935565255361903)"
84,C_1017231,"('C_171388', 0.5756171057663431)","('C_2266366', 0.5957659120337121)","('C_2098191', 0.617932672491528)","('C_711144', 0.661220290286116)","('C_2136082', 0.6793280096162609)"
85,C_1017706,"('C_87389', 0.8061745813077239)","('C_658681', 0.8256182926165314)","('C_1272663', 0.8265056463141865)","('C_461424', 0.8285574396873254)","('C_2487491', 0.8285574396873254)"
86,C_1017771,"('C_2059296', 0.7113248654051871)","('C_1345955', 0.7113248654051871)","('C_728150', 0.7113248654051871)","('C_210579', 0.7288239667977103)","('C_1902391', 0.7433998803601662)"
87,C_1018162,"('C_1719989', 0.7705842661294382)","('C_1450920', 0.8377785788692375)","('C_343837', 0.8377785788692375)","('C_1812007', 0.8377785788692375)","('C_1087794', 0.8377785788692375)"
88,C_1018383,"('C_2173950', 0.6084023877815808)","('C_2277186', 0.6993681264582344)","('C_2023471', 0.7064098714080989)","('C_1826198', 0.7088579021725688)","('C_2568487', 0.7089263978460247)"
89,C_1018473,"('C_1711778', 0.778332660065453)","('C_1607287', 0.782124430993814)","('C_2581167', 0.8055875293225419)","('C_1373604', 0.81407389687838)","('C_2184779', 0.8182503581082456)"
90,C_1018556,"('C_2483930', 0.4854108249142859)","('C_851622', 0.4854108249142859)","('C_1352311', 0.4854108249142859)","('C_2018294', 0.5543527018632932)","('C_1729865', 0.5715066005587788)"
91,C_1018584,"('C_1522906', 0.4322256817328306)","('C_868774', 0.4942485015067022)","('C_1771444', 0.5383902569800239)","('C_2505861', 0.5581810096580313)","('C_771239', 0.5912625633211732)"
92,C_101880,"('C_2088836', 0.27477263131220897)","('C_664052', 0.28623568626838225)","('C_1941229', 0.31290509480599593)","('C_1278792', 0.37057893307776923)","('C_1605143', 0.40748814799655353)"
93,C_1018936,"('C_2230275', 0.7734946040121691)","('C_1643405', 0.7940762257984296)","('C_2059296', 0.8038405729802846)","('C_2208382', 0.8038405729802846)","('C_872583', 0.8038405729802846)"
94,C_1019113,"('C_2537949', 0.42264973081037416)","('C_2254702', 0.42264973081037416)","('C_1505482', 0.42264973081037416)","('C_1885894', 0.42264973081037416)","('C_2392179', 0.42264973081037416)"
95,C_1019366,"('C_366506', 0.6230467277570928)","('C_1280607', 0.7514043381691718)","('C_732478', 0.7552316327182514)","('C_717608', 0.7570519656696225)","('C_2529354', 0.7627653257650403)"
96,C_1019505,"('C_998908', 0.419697097672735)","('C_2538923', 0.4480034393487554)","('C_2399781', 0.4573708452715648)","('C_1699680', 0.46570404664467935)","('C_1549695', 0.49040440250480977)"
97,C_10196,"('C_1854159', 0.7189323579169042)","('C_423660', 0.7199118916979468)","('C_1691879', 0.7308198790452556)","('C_2298245', 0.7679871156393081)","('C_2178039', 0.7734456234456889)"
98,C_1020227,"('C_434475', 0.6617114479005155)","('C_1748524', 0.6617114479005155)","('C_2141305', 0.6617114479005155)","('C_1568485', 0.6617114479005155)","('C_1497854', 0.7547466563089918)"
99,C_1020395,"('C_1690366', 0.3042356008177963)","('C_756236', 0.3861697621067114)","('C_406662', 0.41682749482183235)","('C_850437', 0.5250555027411391)","('C_37576', 0.5349150935837376)"
100,C_1020417,"('C_2221000', 0.38380029229939383)","('C_32448', 0.5134275761681424)","('C_2190254', 0.5297905597787929)","('C_92073', 0.6286271561849768)","('C_716783', 0.6378661364072449)"
101,C_1020917,"('C_1619060', 0.7823487939212568)","('C_1991477', 0.7997595548476286)","('C_2376556', 0.8503339669603999)","('C_2517876', 0.8682056497691893)","('C_507985', 0.8682056497691893)"
102,C_1021672,"('C_744318', 0.552617632138408)","('C_544740', 0.6692611689420435)","('C_2206381', 0.6962905556964881)","('C_713005', 0.7314206834717825)","('C_2554101', 0.7480680378141797)"
103,C_1021751,"('C_2342575', 0.7024718193498415)","('C_270399', 0.7567967520457979)","('C_2440960', 0.7568828955562839)","('C_1635663', 0.7608584856206904)","('C_2091303', 0.7656309337414757)"
104,C_1021877,"('C_2544857', 0.7375773632958669)","('C_2061251', 0.780127319390037)","('C_2561348', 0.780127319390037)","('C_2244537', 0.780127319390037)","('C_2257655', 0.780127319390037)"
105,C_1022050,"('C_670948', 0.43439108152850436)","('C_970932', 0.5078922731044229)","('C_1236156', 0.554386770586778)","('C_881', 0.5547512680011482)","('C_1081821', 0.5719067916481178)"
106,C_1022204,"('C_205535', 0.6318811545048082)","('C_1264906', 0.635618388822029)","('C_639359', 0.6618405114458694)","('C_929757', 0.6744721758404477)","('C_1118381', 0.6759114254854793)"
107,C_1022232,"('C_851622', 0.7818502709058347)","('C_2393309', 0.7818502709058347)","('C_2483930', 0.7818502709058347)","('C_1352311', 0.7818502709058347)","('C_1729865', 0.818348843052965)"
108,C_1022459,"('C_450741', 0.5)","('C_664052', 0.5079321686948771)","('C_2023471', 0.5131358506542354)","('C_1941229', 0.5251626889435925)","('C_2088836', 0.5290576368072093)"
109,C_1022774,"('C_1650740', 0.6075246914036467)","('C_7338', 0.6413016829841388)","('C_1889383', 0.6481202524258864)","('C_552202', 0.6681283320420748)","('C_1573509', 0.6736575614373144)"
110,C_1023053,"('C_1142257', 0.7705842661294382)","('C_1173040', 0.8091145711072667)","('C_1032169', 0.8377785788692375)","('C_1474618', 0.8377785788692375)","('C_658004', 0.8377785788692375)"
111,C_1023065,"('C_2529354', 0.8204918949874139)","('C_366506', 0.8216535326412342)","('C_658681', 0.8352188293474687)","('C_2473187', 0.8417622394441184)","('C_107035', 0.8436920603934246)"
112,C_102354,"('C_87389', 0.7844564551172176)","('C_2587280', 0.8171717648750334)","('C_2214114', 0.8398223816171826)","('C_686085', 0.8423432389121475)","('C_341995', 0.8435820483745028)"
113,C_1024145,"('C_1001363', 0.49884500266468834)","('C_640952', 0.5746819570707009)","('C_412899', 0.6166278023849135)","('C_1962980', 0.6349706064626583)","('C_2433143', 0.6436096734763741)"
114,C_1024213,"('C_2570747', 0.7099589705593569)","('C_2323710', 0.7351800130244852)","('C_1108515', 0.753212094989892)","('C_1235590', 0.7551918619827529)","('C_685713', 0.7560633480272068)"
115,C_1024240,"('C_951585', 0.8169743138708669)","('C_1544074', 0.8178009338660635)","('C_1537002', 0.8252814050722428)","('C_2110154', 0.8337398274563088)","('C_2387842', 0.8337398274563088)"
116,C_1024757,"('C_1104944', 0.6093819917417382)","('C_213447', 0.6565682461764051)","('C_339779', 0.6568477811715419)","('C_1931969', 0.6685948361247159)","('C_1620254', 0.6899475971457512)"
117,C_1025250,"('C_1179532', 0.6238840287757583)","('C_2145624', 0.7301084371002192)","('C_1131831', 0.7447258944834556)","('C_196462', 0.7448960234343703)","('C_643363', 0.7817526014758187)"
118,C_1025532,"('C_1280607', 0.5648958299961662)","('C_1201960', 0.5658118449422627)","('C_717608', 0.5675267935423809)","('C_732478', 0.5715945463207924)","('C_1972389', 0.5766857955844069)"
119,C_1025556,"('C_451083', 0.7402415451562094)","('C_1192829', 0.7402901566732565)","('C_2387842', 0.7462294680776498)","('C_1063746', 0.7462294680776498)","('C_1556255', 0.7462294680776498)"
120,C_1025751,"('C_810705', 0.6773317297409058)","('C_2126151', 0.7435263247738696)","('C_651163', 0.7931233724137285)","('C_2251350', 0.8276365138739348)","('C_1156986', 0.8537161337647435)"
121,C_102585,"('C_2564978', 0.5147698356175824)","('C_168528', 0.5441729354633522)","('C_2502943', 0.5749328732434025)","('C_295044', 0.5938383845139066)","('C_406057', 0.5967113905835855)"
122,C_1026324,"('C_52885', 0.40092718870967425)","('C_1576966', 0.40513152634702543)","('C_1050735', 0.5238941896358067)","('C_2248087', 0.5628581564414887)","('C_1680997', 0.5835985314192049)"
123,C_1026694,"('C_2560245', 1.0)","('C_2559565', 1.0)","('C_2560824', 1.0)","('C_2561348', 1.0)","('C_255946', 1.0)"
124,C_1026882,"('C_1290800', 0.8015222747048103)","('C_1718128', 0.807046217697746)","('C_1578685', 0.8074337101908904)","('C_1428263', 0.8190074103922356)","('C_1838467', 0.821425355289704)"
125,C_1027099,"('C_1673943', 0.36754940896726596)","('C_1786017', 0.37697542947378004)","('C_1889383', 0.41086120150319316)","('C_1013919', 0.4126995828485711)","('C_1958089', 0.43841324127344583)"
126,C_102740,"('C_1066292', 0.600492444887033)","('C_2129844', 0.672696707409083)","('C_1412494', 0.6897806220094098)","('C_1428221', 0.6901272617128625)","('C_1771057', 0.7128030750483023)"
127,C_1027824,"('C_1696425', 0.534997362383194)","('C_2582785', 0.592241911183202)","('C_854515', 0.6122930093285965)","('C_231184', 0.6197218052944748)","('C_407855', 0.6405681646584136)"
128,C_1027884,"('C_1643405', 0.7526903165852511)","('C_1234537', 0.8174258141649446)","('C_2077147', 0.824267051755712)","('C_1234535', 0.8379987828397828)","('C_1514259', 0.850928801500014)"
129,C_1027963,"('C_497354', 0.8200681664082784)","('C_1814264', 0.8618231745868379)","('C_2344123', 0.8625747921056229)","('C_1978725', 0.8626594593413424)","('C_1478342', 0.8672033241834622)"
130,C_1028330,"('C_2117512', 0.5329006335030861)","('C_1710404', 0.7029557371069977)","('C_2291979', 0.7054494029457181)","('C_1080957', 0.7229694570021286)","('C_151423', 0.7350935285869913)"
131,C_1028378,"('C_852302', 0.5199527795644634)","('C_576832', 0.5719437660542475)","('C_2377061', 0.5900857367771886)","('C_1342678', 0.6583275816903171)","('C_2472649', 0.7596485464045898)"
132,C_1028404,"('C_1556255', 0.5917517095361369)","('C_2387842', 0.5917517095361369)","('C_1868663', 0.7650914175513445)","('C_257084', 0.7955457460594697)","('C_1839531', 0.7999365698373636)"
133,C_1028718,"('C_1133898', 0.37177699754293825)","('C_567981', 0.5557792548652385)","('C_1910823', 0.6042195084520512)","('C_2168910', 0.6042195084520512)","('C_782532', 0.67474047411185)"
134,C_1029089,"('C_87389', 0.7052608983337447)","('C_1132826', 0.7337201366247379)","('C_1983029', 0.7455285081157914)","('C_1009981', 0.7533564426948022)","('C_2049368', 0.769203435998552)"
135,C_1029183,"('C_2273169', 0.7958983487284482)","('C_1231980', 0.7970016296373096)","('C_1061748', 0.8271883216939306)","('C_1268033', 0.8313723684394063)","('C_1901254', 0.8378093770717245)"
136,C_102924,"('C_2114410', 0.3082165750187681)","('C_195476', 0.3456383898333075)","('C_1181800', 0.4179813631662149)","('C_1836808', 0.4211902944492928)","('C_184635', 0.5344581793681964)"
137,C_1029259,"('C_2400889', 0.5798161507321555)","('C_1733944', 0.6489058261552547)","('C_1513360', 0.7189075168689316)","('C_2131253', 0.7358923270515303)","('C_1958794', 0.736025544971916)"
138,C_1029295,"('C_2304070', 0.619866442640973)","('C_867163', 0.7226499018873854)","('C_2247925', 0.7395849492664397)","('C_552904', 0.7447461294694694)","('C_866878', 0.7519305308215831)"
139,C_1029518,"('C_2352008', 0.6868912119172377)","('C_697347', 0.775222759870942)","('C_2246410', 0.7785986526975771)","('C_1720334', 0.7785986526975771)","('C_33521', 0.7837695992360368)"
140,C_1029774,"('C_2333692', 0.7916068591232204)","('C_1560046', 0.7931520923968918)","('C_1973370', 0.8128990277664694)","('C_952437', 0.8231523614452819)","('C_962896', 0.829668534254544)"
141,C_1030016,"('C_1826315', 0.6784615781877031)","('C_116255', 0.7327387580875756)","('C_2002511', 0.75)","('C_2467272', 0.8344294272508933)","('C_881087', 0.8452965280107523)"
142,C_1030114,"('C_528122', 0.7381889356534845)","('C_921805', 0.7420308106033978)","('C_1745934', 0.8010934519690648)","('C_97546', 0.8047771162700006)","('C_2054216', 0.8049520917782349)"
