,Customer_Name,Similar_Customer_1,Similar_Customer_2,Similar_Customer_3,Similar_Customer_4,Similar_Customer_5
5872,C_2391493,"('C_1643405', 0.4469987363906689)","('C_1234537', 0.591751709536137)","('C_2077147', 0.6070491818393197)","('C_1234535', 0.6377542659920488)","('C_1861560', 0.6666666666666665)"
5873,C_239151,"('C_1845032', 0.5617911937255124)","('C_1935389', 0.5887115738984505)","('C_895783', 0.592144674634856)","('C_705197', 0.6002920704190404)","('C_2443256', 0.6258178128237117)"
5874,C_2392179,"('C_2254702', 0.0)","('C_1885894', 0.0)","('C_1505482', 0.0)","('C_2392179', 0.0)","('C_1436854', 0.29289321881345254)"
5875,C_239226,"('C_2165960', 0.5114576054996236)","('C_1713244', 0.6701551055555511)","('C_1770919', 0.7226663547731926)","('C_1829440', 0.7288965623455661)","('C_1715037', 0.7423490586818713)"
5876,C_2392621,"('C_2564978', 0.3545209005582083)","('C_295044', 0.4597021103882416)","('C_406057', 0.5080863200269756)","('C_1579173', 0.523219981658281)","('C_1298032', 0.5600647013081184)"
5877,C_2393004,"('C_1576494', 0.4085868880561493)","('C_2294868', 0.5656372411861597)","('C_184635', 0.5848460201772966)","('C_2205156', 0.5880572404848456)","('C_907362', 0.5947114645518746)"
5878,C_2393168,"('C_1431998', 0.6591914121209421)","('C_238588', 0.6624380033772572)","('C_1745799', 0.6993695752134962)","('C_2440708', 0.7003184165820358)","('C_376439', 0.7026521879015167)"
5879,C_2393260,"('C_354529', 0.6837722339831621)","('C_103887', 0.6837722339831621)","('C_362620', 0.6837722339831621)","('C_1845804', 0.7338446973309034)","('C_1659034', 0.7418011102528388)"
5880,C_2393291,"('C_71504', 0.4385633794920013)","('C_2540000', 0.5132977400390175)","('C_1325840', 0.5589434678293119)","('C_1632182', 0.5872696228907077)","('C_552904', 0.6088593596551484)"
5881,C_2393309,"('C_1022232', 0.7818502709058347)","('C_1138402', 0.8423914764178246)","('C_801021', 0.9073692503932035)","('C_256134', 1.0)","('C_2560824', 1.0)"
5882,C_2393558,"('C_112391', 0.806024363288752)","('C_988418', 0.816409394477086)","('C_469023', 0.8264977225833139)","('C_1143665', 0.8282307827091618)","('C_2446145', 0.830676996247603)"
5883,C_239376,"('C_1160648', 0.6220355269907728)","('C_1499564', 0.6220355269907728)","('C_1857191', 0.6270246660145142)","('C_316218', 0.681488971364697)","('C_1220402', 0.713119715040399)"
5884,C_2394430,"('C_1899381', 0.476033719196283)","('C_840049', 0.4869282761046755)","('C_2402681', 0.49245394177758706)","('C_1282478', 0.504384216941536)","('C_2407011', 0.5616988881457246)"
5885,C_2394575,"('C_403442', 0.7582734266405624)","('C_389892', 0.7669395966487079)","('C_999171', 0.7913744391692908)","('C_1267155', 0.7960721470676194)","('C_771753', 0.7960721470676194)"
5886,C_2394812,"('C_1108515', 0.8495810690059242)","('C_2129584', 0.8718798774494801)","('C_1572057', 0.875441291497473)","('C_2130101', 0.8761902331902434)","('C_1758165', 0.8782363774248368)"
5887,C_2394829,"('C_482634', 0.0)","('C_1755775', 0.5917517095361369)","('C_780502', 0.597578433132635)","('C_609963', 0.6220355269907728)","('C_1819755', 0.6258072249178808)"
5888,C_2395128,"('C_205245', 0.5064852511448937)","('C_1353461', 0.5667738138669791)","('C_2388405', 0.5881275276403282)","('C_1745328', 0.5987079535111146)","('C_1202856', 0.6056918806159335)"
5889,C_2395229,"('C_2018294', 0.6140396538205761)","('C_415364', 0.6170865331201093)","('C_1320360', 0.6443684925383693)","('C_2483930', 0.6657485353551827)","('C_851622', 0.6657485353551827)"
5890,C_2395686,"('C_1672410', 0.75)","('C_1461989', 0.7892824924535548)","('C_2265295', 0.8353483901791295)","('C_1515007', 0.8608041335703424)","('C_1293440', 0.8986218972085508)"
5891,C_2395774,"('C_2463462', 0.7418011102528388)","('C_1596742', 0.7418011102528388)","('C_222929', 0.7642977396044841)","('C_2467819', 0.8398718461949128)","('C_1865228', 0.8451565208766171)"
5892,C_2395859,"('C_2305658', 0.0)","('C_688945', 0.7367548133434347)","('C_1789175', 0.8806494336474348)","('C_2560824', 1.0)","('C_2559660', 1.0)"
5893,C_2395905,"('C_454080', 0.29835358455437655)","('C_661191', 0.4644497390254424)","('C_2445269', 0.5219085562662426)","('C_570011', 0.5637817875265101)","('C_2314', 0.5686847156278036)"
5894,C_2395980,"('C_1456618', 0.7567694843753681)","('C_1388491', 0.8121404324535131)","('C_524449', 0.8190180321824784)","('C_739919', 0.8206026344921216)","('C_48999', 0.8224783780297901)"
5895,C_2396175,"('C_1935521', 0.7835904307290456)","('C_238588', 0.7961280040836323)","('C_497354', 0.7985995304504748)","('C_140986', 0.8074547951189595)","('C_1076817', 0.8090049914392186)"
5896,C_2396190,"('C_2502315', 0.5166160717193372)","('C_1450800', 0.5431185410277029)","('C_594536', 0.5771987648415894)","('C_1473451', 0.6741762571914713)","('C_1124485', 0.6830366769302505)"
5897,C_2396350,"('C_690066', 0.13580022612055564)","('C_1334110', 0.3581557193568401)","('C_2554881', 0.5667015294295052)","('C_727346', 0.5896536107122946)","('C_1883037', 0.6514665080896469)"
5898,C_2396920,"('C_2230760', 0.29289321881345254)","('C_1335076', 0.42264973081037416)","('C_917200', 0.45939639535466115)","('C_297531', 0.5527864045000421)","('C_1920764', 0.6318924440614699)"
5899,C_2397044,"('C_1916787', 0.8099337553587104)","('C_1574119', 0.8488574313912697)","('C_1074087', 0.8534429190135482)","('C_2559660', 1.0)","('C_2560824', 1.0)"
5900,C_2397337,"('C_2319203', 0.7550231120772184)","('C_578095', 0.7867992836443896)","('C_1589461', 0.7978241213614966)","('C_32212', 0.8027040024865465)","('C_1382950', 0.8115014816535476)"
5901,C_2397351,"('C_1269804', 0.7817821097640076)","('C_337916', 0.7930018071458472)","('C_883650', 0.8110177634953863)","('C_2569670', 0.8125353568179374)","('C_889819', 0.8163696375315646)"
5902,C_2397436,"('C_2336199', 0.6904493898929696)","('C_721578', 0.7316718427000253)","('C_1262132', 0.75661281974744)","('C_917930', 0.8174258141649446)","('C_2297535', 0.8176229754576023)"
5903,C_2397464,"('C_1277945', 0.7538170180413345)","('C_116052', 0.7895522522490287)","('C_1296301', 0.7963844704503371)","('C_705403', 0.8203321293340983)","('C_278499', 0.8336823496932201)"
5904,C_2397875,"('C_855460', 0.7192744533049917)","('C_2025609', 0.7323959651861172)","('C_1750708', 0.7568626527246287)","('C_1874417', 0.7611317518961455)","('C_2411165', 0.7616500741174475)"
5905,C_2397888,"('C_1643405', 0.5716470631218806)","('C_1234537', 0.6837722339831621)","('C_2077147', 0.6956216050770212)","('C_1234535', 0.7194056609905046)","('C_623072', 0.7418011102528388)"
5906,C_2398913,"('C_145182', 0.7208778115044385)","('C_760713', 0.7646996899199678)","('C_650447', 0.8027273039347148)","('C_134184', 0.814067047729358)","('C_2547306', 0.815005146562315)"
5907,C_239895,"('C_1365372', 0.8339341242555253)","('C_1131882', 0.8387879361638095)","('C_1236512', 0.8410847670207885)","('C_497920', 0.8476252180545485)","('C_1320360', 0.8481776123512907)"
5908,C_2399174,"('C_2107371', 0.8075127445418843)","('C_2031084', 0.81521793985301)","('C_1872675', 0.815631238386906)","('C_2452180', 0.815631238386906)","('C_669729', 0.8158970508695005)"
5909,C_2399485,"('C_1958579', 0.6592902357881107)","('C_2438574', 0.7150859114604411)","('C_1222417', 0.7507001725278859)","('C_186422', 0.7649578685944424)","('C_1936601', 0.7649578685944424)"
5910,C_2399644,"('C_2559660', 1.0)","('C_2559565', 1.0)","('C_2560245', 1.0)","('C_256134', 1.0)","('C_255946', 1.0)"
5911,C_2399738,"('C_7386', 0.6760536789850861)","('C_1838467', 0.6777979409067336)","('C_1745934', 0.7005685123114651)","('C_1617933', 0.7257460792408574)","('C_2295673', 0.7345466973465415)"
5912,C_2399781,"('C_1019505', 0.4573708452715648)","('C_998908', 0.5154568639166766)","('C_2538923', 0.5390921818028)","('C_1699680', 0.5413255828863895)","('C_332243', 0.5990239398121695)"
5913,C_2399794,"('C_376258', 0.683772233983162)","('C_851622', 0.683772233983162)","('C_1352311', 0.683772233983162)","('C_2483930', 0.683772233983162)","('C_2247925', 0.7030811588276493)"
5914,C_2399880,"('C_1934069', 0.671701709644298)","('C_2554456', 0.7095459985124319)","('C_2379079', 0.7170002802605377)","('C_1066306', 0.7325240846455795)","('C_2357360', 0.7380692649122641)"
5915,C_2400090,"('C_1935521', 0.7887210057784505)","('C_87389', 0.7945701452866806)","('C_297319', 0.8005419366204836)","('C_1904615', 0.8029142935682925)","('C_1783875', 0.8043270037667817)"
5916,C_240053,"('C_771239', 0.36823734885117865)","('C_1914160', 0.4510423561230601)","('C_683994', 0.4672444712560003)","('C_2564978', 0.5082474101851744)","('C_1522906', 0.528380475559209)"
5917,C_2400734,"('C_1859090', 0.6348516283298893)","('C_1899290', 0.6950841593870587)","('C_362620', 0.7113248654051871)","('C_354529', 0.7113248654051871)","('C_2420824', 0.7113248654051871)"
5918,C_2400739,"('C_342575', 0.5981928122840772)","('C_1893447', 0.6201061848358674)","('C_1741537', 0.6210466204655879)","('C_1931609', 0.6263233555048657)","('C_1557290', 0.6761851041001112)"
5919,C_2400863,"('C_2392179', 0.5527864045000421)","('C_2254702', 0.5527864045000421)","('C_307871', 0.5527864045000421)","('C_251989', 0.5527864045000421)","('C_1505482', 0.5527864045000421)"
5920,C_2400889,"('C_1958794', 0.3019604381694392)","('C_940771', 0.3251755880177335)","('C_625423', 0.33333333333333337)","('C_2131253', 0.34269003671702136)","('C_1652369', 0.34437595895872763)"
5921,C_2400974,"('C_1121104', 0.5846758438992431)","('C_2479883', 0.6989720641507386)","('C_700571', 0.7071127883115559)","('C_1078271', 0.712587798395791)","('C_2059035', 0.72434508700109)"
5922,C_2401158,"('C_2247925', 0.6965756141757355)","('C_2059296', 0.7134694011496017)","('C_2110154', 0.7134694011496017)","('C_322870', 0.7280371910733926)","('C_552904', 0.7362970307935561)"
5923,C_2401179,"('C_1800609', 0.8809509280739207)","('C_1057819', 0.8877594585961391)","('C_912955', 0.8880252580985472)","('C_836259', 0.9028916363760364)","('C_1297940', 0.9047607424591366)"
5924,C_2401752,"('C_446702', 0.6375293178050153)","('C_1769480', 0.6866455143886478)","('C_713352', 0.6898589762617768)","('C_2015959', 0.6933204436408207)","('C_730', 0.6961799034089354)"
5925,C_24021,"('C_806959', 0.7293354266235148)","('C_724195', 0.7606944701947714)","('C_1575799', 0.7959338247105497)","('C_1741407', 0.8232233047033631)","('C_2545955', 0.8260034356674404)"
5926,C_2402188,"('C_250685', 0.8562441408466308)","('C_1393316', 0.8663693790437879)","('C_1148732', 0.875)","('C_151083', 0.882148869802242)","('C_475361', 0.903507622567791)"
5927,C_2402517,"('C_631743', 0.684454278558577)","('C_277712', 0.684454278558577)","('C_1458438', 0.6877758600866704)","('C_615850', 0.7022129482111301)","('C_2037332', 0.7027320520812939)"
5928,C_2402681,"('C_2394430', 0.49245394177758706)","('C_1899381', 0.5538845372252387)","('C_840049', 0.5693466649942523)","('C_1282478', 0.5962748704805332)","('C_2407011', 0.6318988476824974)"
5929,C_2402830,"('C_1885894', 0.7642977396044841)","('C_2392179', 0.7642977396044841)","('C_1505482', 0.7642977396044841)","('C_2254702', 0.7642977396044841)","('C_2537949', 0.7642977396044841)"
5930,C_2402913,"('C_2564978', 0.559300560395019)","('C_295044', 0.6311128007435536)","('C_406057', 0.6360714096220006)","('C_242838', 0.6568732553407908)","('C_2392621', 0.6573166900033942)"
5931,C_2403119,"('C_1042158', 0.5768429958025831)","('C_2562931', 0.757302813348953)","('C_2130101', 0.7751730749432658)","('C_2255935', 0.7884214979012916)","('C_589019', 0.8133278613960768)"
5932,C_2403182,"('C_2213924', 0.748496804201287)","('C_542746', 0.7821918433053427)","('C_2203231', 0.8214499491268099)","('C_1352311', 0.822160384760642)","('C_2412186', 0.822160384760642)"
5933,C_2403939,"('C_2369788', 0.41676111683967676)","('C_460018', 0.466526500318835)","('C_1205958', 0.4721127642013778)","('C_581347', 0.511230166373532)","('C_711805', 0.5161833567103623)"
5934,C_2404292,"('C_2396350', 0.7163326566508909)","('C_2554881', 0.7252534070486323)","('C_690066', 0.7260134068900546)","('C_2187973', 0.7587698178931733)","('C_766360', 0.7797769673709434)"
5935,C_2404367,"('C_2483930', 0.6246199964107125)","('C_1352311', 0.6246199964107125)","('C_851622', 0.6246199964107125)","('C_1729865', 0.6874247232397777)","('C_2213924', 0.7345662539401843)"
5936,C_2405201,"('C_2526361', 0.75)","('C_460182', 0.7897684423510907)","('C_1080707', 0.8525509205291022)","('C_2245460', 0.8525580438451028)","('C_1486172', 0.8556624327025936)"
5937,C_2405544,"('C_853559', 0.6633037675135776)","('C_2163305', 0.6977244436037475)","('C_1978725', 0.6986503196048267)","('C_2342575', 0.7046943382572516)","('C_1792374', 0.7085599970739592)"
5938,C_2405847,"('C_7338', 0.625007012296299)","('C_1265798', 0.7070125465064206)","('C_1650740', 0.7137157051230612)","('C_1889383', 0.716218683494172)","('C_2429212', 0.744567621204572)"
5939,C_2405859,"('C_2187973', 0.597802472520415)","('C_1171285', 0.6464466094067263)","('C_224383', 0.6464466094067263)","('C_961745', 0.6488525063896882)","('C_840546', 0.6645898033750315)"
5940,C_240586,"('C_2391040', 0.33333333333333337)","('C_2442867', 0.38757971710049954)","('C_305545', 0.46789123358154794)","('C_1194694', 0.6977079207034186)","('C_576479', 0.7018576030000281)"
5941,C_2406037,"('C_2063523', 0.5510663695826759)","('C_998908', 0.561521003570209)","('C_2538923', 0.5829093789185378)","('C_1699680', 0.5899759604135171)","('C_507993', 0.6037937195127243)"
5942,C_2406285,"('C_766879', 0.7342355722028489)","('C_2502775', 0.7391574241398229)","('C_75810', 0.7537270601094819)","('C_2037108', 0.7561593667684856)","('C_1406046', 0.7629454610599745)"
5943,C_2406491,"('C_171388', 0.8215779510624893)","('C_2209071', 0.825858084375343)","('C_251989', 0.825858084375343)","('C_2391040', 0.825858084375343)","('C_390454', 0.8310575265957978)"
5944,C_240669,"('C_2437840', 0.5000000000000001)","('C_1679794', 0.5000000000000001)","('C_626361', 0.6220355269907728)","('C_449102', 0.673944341624311)","('C_2165450', 0.6897939226397822)"
5945,C_2406841,"('C_902418', 0.7490360147067968)","('C_2114410', 0.760058031201585)","('C_76509', 0.766818320396995)","('C_591937', 0.7677793514452238)","('C_195476', 0.7730376193188544)"
5946,C_2406994,"('C_2306627', 0.7141302216325554)","('C_2032341', 0.7690785911898775)","('C_2036079', 0.7724631546656965)","('C_1031423', 0.7765516556358922)","('C_569322', 0.7979280954312695)"
5947,C_2407011,"('C_419080', 0.08357272164894136)","('C_1732513', 0.16207498895216377)","('C_1327802', 0.29518919209199623)","('C_241752', 0.3156264435780626)","('C_2236194', 0.32891878683827747)"
5948,C_2408386,"('C_2219855', 0.7873783722187189)","('C_2461148', 0.8402824630475745)","('C_1937466', 0.8571428571428572)","('C_1106639', 0.8661653347530182)","('C_719688', 0.8663693790437879)"
5949,C_2408637,"('C_1553254', 0.7226499018873854)","('C_2537949', 0.7226499018873854)","('C_2351579', 0.7226499018873854)","('C_2254702', 0.7226499018873854)","('C_2392179', 0.7226499018873854)"
5950,C_2408891,"('C_2088836', 0.47084855062620545)","('C_101880', 0.48164974098879254)","('C_664052', 0.5024007525590547)","('C_1941229', 0.5083922249910862)","('C_1477338', 0.5184565876569232)"
5951,C_2409001,"('C_735105', 0.8175995989002985)","('C_1635663', 0.8234974106545677)","('C_263681', 0.8302530851432848)","('C_2020424', 0.8350662310127521)","('C_2471239', 0.8425856541183748)"
5952,C_2409160,"('C_2059296', 0.804234985826931)","('C_1101700', 0.8106971387718203)","('C_316657', 0.8233196730592923)","('C_588015', 0.8269665386989279)","('C_1854627', 0.8443980893196739)"
5953,C_2409311,"('C_2426429', 0.6936491161377127)","('C_610389', 0.7758908057259606)","('C_1907067', 0.798357646690668)","('C_2392179', 0.8023542684759437)","('C_2537949', 0.8023542684759437)"
5954,C_240933,"('C_2420696', 0.8214237177791273)","('C_2483930', 0.8390335144677288)","('C_1133898', 0.8390335144677288)","('C_70276', 0.8390335144677288)","('C_851622', 0.8390335144677288)"
5955,C_2409365,"('C_46513', 0.3214649897711114)","('C_1292799', 0.35086202661911225)","('C_312103', 0.3965545081213607)","('C_2417616', 0.4067049491617418)","('C_402282', 0.4454978810354784)"
5956,C_240947,"('C_192856', 0.8567770251921134)","('C_66864', 0.8601800246656921)","('C_49818', 0.8786543585526858)","('C_1531452', 0.8902617336626232)","('C_2449564', 0.894590744661054)"
5957,C_2409707,"('C_1609721', 0.8235965220558885)","('C_2048470', 0.8285374572602676)","('C_1832156', 0.842019261693572)","('C_735843', 0.8486964312003342)","('C_1303205', 0.8626560549453791)"
5958,C_2409756,"('C_1554129', 0.569395370057877)","('C_2096299', 0.6538351468969035)","('C_1854627', 0.6748091231933805)","('C_926460', 0.6861456396387273)","('C_2462693', 0.691009247824754)"
5959,C_2410096,"('C_2265494', 0.6312740857748909)","('C_295672', 0.633991874928848)","('C_1931969', 0.647814849113356)","('C_1576494', 0.682308817448496)","('C_1234848', 0.688090475578375)"
5960,C_2410323,"('C_2516965', 0.740827692275247)","('C_1229773', 0.761001769570869)","('C_243781', 0.768212562236821)","('C_2218344', 0.7839994516324564)","('C_2130101', 0.784172444660363)"
5961,C_2411021,"('C_587696', 0.42264973081037416)","('C_289356', 0.5034162289368889)","('C_1049101', 0.6283722976215305)","('C_2424902', 0.6439623370520715)","('C_1864787', 0.75)"
5962,C_2411165,"('C_855460', 0.23739375342212643)","('C_1874417', 0.3461854875945456)","('C_1290589', 0.3514449872691823)","('C_697347', 0.35149926389121)","('C_1291066', 0.3554605115194659)"
5963,C_2411176,"('C_2342575', 0.791364643838081)","('C_697974', 0.8307382659700862)","('C_2119005', 0.8363195567634534)","('C_1234535', 0.8363538185051018)","('C_1862592', 0.8424984200605042)"
5964,C_2411625,"('C_1076984', 0.7050866414215098)","('C_386159', 0.7236129113718859)","('C_2023471', 0.7700391148669485)","('C_2279713', 0.7769759397612994)","('C_123105', 0.7784812733449591)"
5965,C_2411866,"('C_1670601', 0.5613701568025862)","('C_1509880', 0.5961277301451786)","('C_884581', 0.6410890579393631)","('C_1663475', 0.6414717604808482)","('C_2221000', 0.7017095596484217)"
5966,C_2411950,"('C_1427477', 0.5733484535962116)","('C_673083', 0.6140791557328349)","('C_2159093', 0.6925648400032416)","('C_616017', 0.7493204482423534)","('C_852820', 0.7581113096573804)"
5967,C_2412186,"('C_1048847', 0.43305329048615926)","('C_1346057', 0.5)","('C_2483930', 0.5)","('C_2246410', 0.5)","('C_1267155', 0.5)"
5968,C_2412352,"('C_669729', 0.7606709416622461)","('C_2312580', 0.7943926522415532)","('C_87389', 0.8100287835093991)","('C_1983029', 0.8109513659021488)","('C_1235590', 0.8401877953043576)"
5969,C_2413670,"('C_288276', 0.7029557371069977)","('C_2343068', 0.7710912737706308)","('C_874775', 0.8285014148574912)","('C_2171975', 0.8675681665687451)","('C_1497854', 0.8681244030387929)"
5970,C_2413831,"('C_732815', 0.6470033101796231)","('C_159996', 0.6820107731417129)","('C_11027', 0.6939165762774)","('C_1445271', 0.7160834128611232)","('C_1188750', 0.7228581895339974)"
5971,C_2413844,"('C_1675856', 0.49361979681713697)","('C_2163142', 0.5579387110282912)","('C_770803', 0.5653904327446636)","('C_1234535', 0.5681744236879225)","('C_421680', 0.5752046047571269)"
5972,C_241418,"('C_2106402', 0.6988644272356258)","('C_1076817', 0.7725720654248712)","('C_1431998', 0.774155542726123)","('C_238588', 0.7763069692639215)","('C_1043269', 0.8081090153014169)"
5973,C_2414287,"('C_891026', 0.6576113589625363)","('C_895014', 0.6923326550465602)","('C_1631170', 0.7428887649385614)","('C_7386', 0.7536019895482918)","('C_302545', 0.7561212203223211)"
5974,C_2414325,"('C_1280607', 0.6374760294372748)","('C_732478', 0.6430573256120631)","('C_717608', 0.6457118945792653)","('C_2529354', 0.6540436167492805)","('C_1959309', 0.6633750252143931)"
5975,C_2414392,"('C_884548', 0.510184552461608)","('C_187952', 0.517898596180034)","('C_816888', 0.5215061469009126)","('C_584300', 0.5341883409153778)","('C_512217', 0.536648427321725)"
5976,C_2414504,"('C_1711778', 0.7765870400084931)","('C_2365333', 0.786223398504674)","('C_2023471', 0.78854867891353)","('C_1854627', 0.7906407844012003)","('C_1002010', 0.7907849650633165)"
5977,C_2415238,"('C_1242336', 0.8246134068779335)","('C_1812007', 0.8430198349685448)","('C_1261701', 0.8430198349685448)","('C_735468', 0.8430198349685448)","('C_2260263', 0.8430198349685448)"
5978,C_2415284,"('C_2076108', 0.6910949154603536)","('C_2239255', 0.7237068929496124)","('C_249530', 0.7265367159413509)","('C_2576425', 0.7523249304186149)","('C_737078', 0.7547683180811849)"
5979,C_2415715,"('C_2435488', 0.5896078268609678)","('C_1719989', 0.7098089114275066)","('C_1018383', 0.8541734911667044)","('C_70787', 0.8590310554778513)","('C_1749998', 0.8625744711233654)"
5980,C_2416523,"('C_845965', 0.3318347119042988)","('C_1575271', 0.6652321323545103)","('C_2244537', 0.7215519364250012)","('C_2279593', 0.7215519364250012)","('C_2061251', 0.7215519364250012)"
5981,C_241752,"('C_2407011', 0.3156264435780626)","('C_419080', 0.3423335559113485)","('C_1732513', 0.3986700576827741)","('C_1327802', 0.4941983627701003)","('C_2194977', 0.513680738290398)"
5982,C_2417616,"('C_46513', 0.2518330535136335)","('C_1292799', 0.2842468434622123)","('C_312103', 0.34793576611476706)","('C_402282', 0.38859432319348963)","('C_2409365', 0.4067049491617417)"
5983,C_2418587,"('C_257199', 0.8333333333333334)","('C_2542706', 0.882148869802242)","('C_1584150', 0.8877112455156574)","('C_2207857', 0.8969231139118143)","('C_313754', 0.9002568073515658)"
5984,C_2419675,"('C_2096763', 0.47602719631406176)","('C_444823', 0.47602719631406176)","('C_2285897', 0.6903553957006336)","('C_1544015', 0.693334198609692)","('C_542591', 0.6988662047781964)"
5985,C_2419857,"('C_526600', 0.7113248654051871)","('C_2449564', 0.7891814893221081)","('C_1376924', 0.8174258141649446)","('C_157730', 0.8527815422368147)","('C_66791', 0.8677470801737691)"
5986,C_2420070,"('C_1904747', 0.6970770252220952)","('C_1261299', 0.7168258422700156)","('C_1893447', 0.7348744782487042)","('C_595902', 0.741323143167597)","('C_33878', 0.7525133804847731)"
5987,C_2420696,"('C_1416317', 0.6903965415862121)","('C_132886', 0.7229895119091672)","('C_1093067', 0.7422436284993228)","('C_564338', 0.7570519510700107)","('C_1684899', 0.7608123037268317)"
5988,C_2420824,"('C_1852951', 0.591751709536137)","('C_2400734', 0.7113248654051871)","('C_2570747', 0.7116928228896079)","('C_560550', 0.7194909527658584)","('C_1598168', 0.7542055132078087)"
5989,C_2421415,"('C_851622', 0.757464374963667)","('C_1352311', 0.757464374963667)","('C_1269705', 0.757464374963667)","('C_2483930', 0.757464374963667)","('C_773301', 0.7713352198099882)"
5990,C_2421563,"('C_2000512', 0.8060981968589539)","('C_1819755', 0.827594800284551)","('C_87389', 0.8309069195708615)","('C_1873289', 0.8336138569133873)","('C_1148548', 0.8438201733532603)"
5991,C_2422091,"('C_2018294', 0.8179985022466367)","('C_1018556', 0.8377830485387595)","('C_2483930', 0.842382079418771)","('C_851622', 0.842382079418771)","('C_1063746', 0.842382079418771)"
5992,C_242226,"('C_2005299', 0.46828527381604523)","('C_2251964', 0.4934106881232875)","('C_660025', 0.5120981518996226)","('C_1712084', 0.5258427578403148)","('C_431847', 0.5337375719339603)"
5993,C_2423024,"('C_57621', 0.4581186074318776)","('C_2388884', 0.4735316851221034)","('C_2227007', 0.4877542808140153)","('C_477357', 0.5123653655017986)","('C_2185732', 0.5135184291049033)"
5994,C_2423066,"('C_2277186', 0.4154556099058787)","('C_2173950', 0.43354097587656437)","('C_1772600', 0.4657332274082856)","('C_883703', 0.5099568968166044)","('C_1083595', 0.5454496046906886)"
5995,C_2423098,"('C_6970', 0.3395782650004975)","('C_599078', 0.44924235890572406)","('C_2169582', 0.5088809620701717)","('C_1859090', 0.5607297784578426)","('C_2028834', 0.5607297784578426)"
5996,C_2423191,"('C_895511', 0.7755861510196514)","('C_1805029', 0.7913003973256748)","('C_68797', 0.8011058836067455)","('C_316657', 0.8117932890524899)","('C_1684899', 0.8183028022186611)"
5997,C_2423235,"('C_1573509', 0.4825320517824532)","('C_1864270', 0.5118637163993215)","('C_2081165', 0.556420870176932)","('C_1237072', 0.560506085074361)","('C_1529418', 0.5731704307299956)"
5998,C_2423382,"('C_1388491', 0.6643590840661384)","('C_367426', 0.7203472176176463)","('C_1147616', 0.723933368308724)","('C_269342', 0.7297380556040436)","('C_421680', 0.7691423257429693)"
5999,C_2424022,"('C_2125895', 0.42223105067503386)","('C_987339', 0.5552056459753665)","('C_2028449', 0.5741371183597942)","('C_1060706', 0.5744339660672271)","('C_2211266', 0.5779866282947368)"
6000,C_2424070,"('C_2513630', 0.8947049351997622)","('C_690019', 0.9086635006535358)","('C_2535190', 0.9203726661307337)","('C_569863', 0.9218110970268689)","('C_1680112', 0.9242395218613495)"
6001,C_2424085,"('C_1560046', 0.7817821097640076)","('C_987339', 0.7836963387699837)","('C_1857191', 0.7846625905223892)","('C_814192', 0.7940802238399136)","('C_1060923', 0.7979737386789919)"
6002,C_2424418,"('C_461424', 0.45210825479611794)","('C_502296', 0.45210825479611794)","('C_203457', 0.6044934013164831)","('C_1683339', 0.6836745534197648)","('C_914038', 0.7036669157774402)"
6003,C_2424486,"('C_1741404', 0.6464466094067263)","('C_2018455', 0.75)","('C_1670267', 0.7763932022500211)","('C_2252159', 0.7958758547680684)","('C_199240', 0.8232233047033631)"
6004,C_2424646,"('C_1904747', 0.6149762708814313)","('C_1893447', 0.6338253917351945)","('C_631743', 0.6379945589763838)","('C_277712', 0.6379945589763838)","('C_595902', 0.639018468210311)"
6005,C_2424690,"('C_2432771', 0.810128112945171)","('C_1631170', 0.813027090618893)","('C_2336199', 0.8141372618213861)","('C_2048256', 0.8237083786151926)","('C_2165345', 0.8406902141241445)"
6006,C_2424711,"('C_750064', 0.5566077135907672)","('C_2288403', 0.6184946145434609)","('C_2035439', 0.7234963293863845)","('C_1934307', 0.7249720508450483)","('C_1563904', 0.7290600696183274)"
6007,C_2424902,"('C_2411021', 0.6439623370520715)","('C_289356', 0.7347962120392311)","('C_587696', 0.7944415594553682)","('C_264844', 0.7969960453669112)","('C_2544857', 0.8219811685260358)"
6008,C_2424976,"('C_390044', 0.6666666666666667)","('C_1480201', 0.6666666666666667)","('C_2027784', 0.6666666666666667)","('C_2334388', 0.6968827888226556)","('C_1048762', 0.7642977396044842)"
6009,C_2425000,"('C_1245345', 0.6971997206082108)","('C_2177593', 0.7300800194131242)","('C_593376', 0.8173185483041189)","('C_2040149', 0.8188666348593096)","('C_2004488', 0.8259223440443022)"
6010,C_2425358,"('C_2179127', 0.8298240078052173)","('C_538196', 0.8769085090206673)","('C_2247933', 0.8877116569867947)","('C_203116', 0.9192652317250736)","('C_2437955', 0.9339051903086177)"
6011,C_2425465,"('C_1001363', 0.4964582679975793)","('C_640952', 0.5856061997348807)","('C_1497698', 0.593531854206016)","('C_412899', 0.6148020045392992)","('C_2029582', 0.6192991485714925)"
6012,C_2425498,"('C_851622', 0.7102377266790163)","('C_2483930', 0.7102377266790163)","('C_1352311', 0.7102377266790163)","('C_1575271', 0.7143361687021706)","('C_2242499', 0.7278485049777047)"
6013,C_2426429,"('C_1907067', 0.34179281362878156)","('C_2342575', 0.4340266835312169)","('C_889819', 0.5044429223028284)","('C_15982', 0.5351661010100797)","('C_1533810', 0.5891618457513459)"
